Time,Amplitude
1.5305555556,-0.195
1.5333333333,-0.19
1.5361111111,-0.185
1.5388888889,-0.185
1.5416666667,-0.21
1.5444444444,-0.225
1.5472222222,-0.225
1.55,-0.185
1.5527777778,-0.18
1.5555555556,-0.18
1.5583333333,-0.215
1.5611111111,-0.245
1.5638888889,-0.23
1.5666666667,-0.205
1.5694444444,-0.185
1.5722222222,-0.19
1.575,-0.205
1.5777777778,-0.21
1.5805555556,-0.19
1.5833333333,-0.19
1.5861111111,-0.185
1.5888888889,-0.205
1.5916666667,-0.21
1.5944444444,-0.22
1.5972222222,-0.205
1.6,-0.19
1.6027777778,-0.19
1.6055555556,-0.185
1.6083333333,-0.2
1.6111111111,-0.205
1.6138888889,-0.175
1.6166666667,-0.155
1.6194444444,-0.135
1.6222222222,-0.17
1.625,-0.165
1.6277777778,-0.165
1.6305555556,-0.15
1.6333333333,-0.125
1.6361111111,-0.11
1.6388888889,-0.125
1.6416666667,-0.13
1.6444444444,-0.13
1.6472222222,-0.125
1.65,-0.13
1.6527777778,-0.125
1.6555555556,-0.125
1.6583333333,-0.14
1.6611111111,-0.145
1.6638888889,-0.125
1.6666666667,-0.13
1.6694444444,-0.145
1.6722222222,-0.16
1.675,-0.18
1.6777777778,-0.18
1.6805555556,-0.18
1.6833333333,-0.16
1.6861111111,-0.14
1.6888888889,-0.155
1.6916666667,-0.17
1.6944444444,-0.2
1.6972222222,-0.205
1.7,-0.175
1.7027777778,-0.19
1.7055555556,-0.195
1.7083333333,-0.215
1.7111111111,-0.215
1.7138888889,-0.215
1.7166666667,-0.215
1.7194444444,-0.215
1.7222222222,-0.215
1.725,-0.22
1.7277777778,-0.21
1.7305555556,-0.195
1.7333333333,-0.185
1.7361111111,-0.195
1.7388888889,-0.205
1.7416666667,-0.21
1.7444444444,-0.19
1.7472222222,-0.165
1.75,-0.155
1.7527777778,-0.155
1.7555555556,-0.165
1.7583333333,-0.18
1.7611111111,-0.175
1.7638888889,-0.16
1.7666666667,-0.135
1.7694444444,-0.13
1.7722222222,-0.14
1.775,-0.15
1.7777777778,-0.145
1.7805555556,-0.145
1.7833333333,-0.125
1.7861111111,-0.105
1.7888888889,-0.075
1.7916666667,-0.035
1.7944444444,0.065
1.7972222222,0.185
1.8,0.31
1.8027777778,0.41
1.8055555556,0.515
1.8083333333,0.595
1.8111111111,0.705
1.8138888889,0.83
1.8166666667,0.975
1.8194444444,1.125
1.8222222222,1.265
1.825,1.43
1.8277777778,1.63
1.8305555556,1.84
1.8333333333,2.
1.8361111111,2.065
1.8388888889,2.05
1.8416666667,1.955
1.8444444444,1.775
1.8472222222,1.52
1.85,1.205
1.8527777778,0.905
1.8555555556,0.67
1.8583333333,0.52
1.8611111111,0.445
1.8638888889,0.44
1.8666666667,0.455
1.8694444444,0.45
1.8722222222,0.41
1.875,0.365
1.8777777778,0.315
1.8805555556,0.265
1.8833333333,0.225
1.8861111111,0.195
1.8888888889,0.145
1.8916666667,0.1
1.8944444444,0.065
1.8972222222,0.035
1.9,-0.02
1.9027777778,-0.06
1.9055555556,-0.1
1.9083333333,-0.15
1.9111111111,-0.17
1.9138888889,-0.205
1.9166666667,-0.215
1.9194444444,-0.23
1.9222222222,-0.26
1.925,-0.31
1.9277777778,-0.335
1.9305555556,-0.315
1.9333333333,-0.3
1.9361111111,-0.315
1.9388888889,-0.325
1.9416666667,-0.34
1.9444444444,-0.35
1.9472222222,-0.33
1.95,-0.33
1.9527777778,-0.345
1.9555555556,-0.37
1.9583333333,-0.385
1.9611111111,-0.395
1.9638888889,-0.36
1.9666666667,-0.34
1.9694444444,-0.345
1.9722222222,-0.355
1.975,-0.385
1.9777777778,-0.4
1.9805555556,-0.405
1.9833333333,-0.38
1.9861111111,-0.39
1.9888888889,-0.4
1.9916666667,-0.41
1.9944444444,-0.445
1.9972222222,-0.43
2.,-0.42
2.0027777778,-0.42
2.0055555556,-0.415
2.0083333333,-0.435
2.0111111111,-0.455
2.0138888889,-0.45
2.0166666667,-0.455
2.0194444444,-0.45
2.0222222222,-0.475
2.025,-0.495
2.0277777778,-0.495
2.0305555556,-0.505
2.0333333333,-0.495
2.0361111111,-0.51
2.0388888889,-0.535
2.0416666667,-0.55
2.0444444444,-0.55
2.0472222222,-0.55
2.05,-0.55
2.0527777778,-0.56
2.0555555556,-0.59
2.0583333333,-0.62
2.0611111111,-0.615
2.0638888889,-0.62
2.0666666667,-0.62
2.0694444444,-0.615
2.0722222222,-0.62
2.075,-0.635
2.0777777778,-0.655
2.0805555556,-0.65
2.0833333333,-0.615
2.0861111111,-0.6
2.0888888889,-0.615
2.0916666667,-0.62
2.0944444444,-0.63
2.0972222222,-0.615
2.1,-0.595
2.1027777778,-0.565
2.1055555556,-0.56
2.1083333333,-0.54
2.1111111111,-0.52
2.1138888889,-0.495
2.1166666667,-0.47
2.1194444444,-0.435
2.1222222222,-0.41
2.125,-0.39
2.1277777778,-0.375
2.1305555556,-0.35
2.1333333333,-0.32
2.1361111111,-0.28
2.1388888889,-0.275
2.1416666667,-0.27
2.1444444444,-0.255
2.1472222222,-0.225
2.15,-0.19
2.1527777778,-0.185
2.1555555556,-0.175
2.1583333333,-0.195
2.1611111111,-0.205
2.1638888889,-0.18
2.1666666667,-0.17
2.1694444444,-0.15
2.1722222222,-0.155
2.175,-0.16
2.1777777778,-0.18
2.1805555556,-0.18
2.1833333333,-0.155
2.1861111111,-0.15
2.1888888889,-0.16
2.1916666667,-0.16
2.1944444444,-0.155
2.1972222222,-0.17
2.2,-0.175
2.2027777778,-0.14
2.2055555556,-0.145
2.2083333333,-0.155
2.2111111111,-0.16
2.2138888889,-0.16
2.2166666667,-0.145
2.2194444444,-0.145
2.2222222222,-0.165
2.225,-0.17
2.2277777778,-0.18
2.2305555556,-0.175
2.2333333333,-0.155
2.2361111111,-0.145
2.2388888889,-0.16
2.2416666667,-0.18
2.2444444444,-0.19
2.2472222222,-0.18
2.25,-0.165
2.2527777778,-0.155
2.2555555556,-0.145
2.2583333333,-0.17
2.2611111111,-0.18
2.2638888889,-0.175
2.2666666667,-0.165
2.2694444444,-0.16
2.2722222222,-0.185
2.275,-0.195
2.2777777778,-0.215
2.2805555556,-0.18
2.2833333333,-0.165
2.2861111111,-0.17
2.2888888889,-0.175
2.2916666667,-0.18
2.2944444444,-0.18
2.2972222222,-0.18
2.3,-0.16
2.3027777778,-0.15
2.3055555556,-0.165
2.3083333333,-0.19
2.3111111111,-0.2
2.3138888889,-0.185
2.3166666667,-0.17
2.3194444444,-0.16
2.3222222222,-0.165
2.325,-0.19
2.3277777778,-0.165
2.3305555556,-0.17
2.3333333333,-0.155
2.3361111111,-0.15
2.3388888889,-0.155
2.3416666667,-0.165
2.3444444444,-0.165
2.3472222222,-0.165
2.35,-0.155
2.3527777778,-0.15
2.3555555556,-0.17
2.3583333333,-0.19
2.3611111111,-0.175
2.3638888889,-0.165
2.3666666667,-0.145
2.3694444444,-0.145
2.3722222222,-0.155
2.375,-0.175
2.3777777778,-0.18
2.3805555556,-0.175
2.3833333333,-0.145
2.3861111111,-0.15
2.3888888889,-0.14
2.3916666667,-0.18
2.3944444444,-0.18
2.3972222222,-0.18
2.4,-0.16
2.4027777778,-0.15
2.4055555556,-0.155
2.4083333333,-0.165
2.4111111111,-0.17
2.4138888889,-0.165
2.4166666667,-0.155
2.4194444444,-0.145
2.4222222222,-0.165
2.425,-0.18
2.4277777778,-0.185
2.4305555556,-0.175
2.4333333333,-0.15
2.4361111111,-0.15
2.4388888889,-0.16
2.4416666667,-0.175
2.4444444444,-0.195
2.4472222222,-0.155
2.45,-0.14
2.4527777778,-0.125
2.4555555556,-0.135
2.4583333333,-0.18
2.4611111111,-0.18
2.4638888889,-0.165
2.4666666667,-0.155
2.4694444444,-0.16
2.4722222222,-0.16
2.475,-0.155
2.4777777778,-0.15
2.4805555556,-0.145
2.4833333333,-0.13
2.4861111111,-0.13
2.4888888889,-0.14
2.4916666667,-0.145
2.4944444444,-0.15
2.4972222222,-0.12
2.5,-0.105
2.5027777778,-0.085
2.5055555556,-0.1
2.5083333333,-0.1
2.5111111111,-0.12
2.5138888889,-0.105
2.5166666667,-0.07
2.5194444444,-0.075
2.5222222222,-0.09
2.525,-0.1
2.5277777778,-0.12
2.5305555556,-0.115
2.5333333333,-0.1
2.5361111111,-0.115
2.5388888889,-0.125
2.5416666667,-0.13
2.5444444444,-0.145
2.5472222222,-0.155
2.55,-0.155
2.5527777778,-0.145
2.5555555556,-0.135
2.5583333333,-0.155
2.5611111111,-0.17
2.5638888889,-0.17
2.5666666667,-0.165
2.5694444444,-0.165
2.5722222222,-0.18
2.575,-0.19
2.5777777778,-0.2
2.5805555556,-0.185
2.5833333333,-0.18
2.5861111111,-0.175
2.5888888889,-0.2
2.5916666667,-0.205
2.5944444444,-0.195
2.5972222222,-0.195
2.6,-0.175
2.6027777778,-0.165
2.6055555556,-0.175
2.6083333333,-0.19
2.6111111111,-0.195
2.6138888889,-0.185
2.6166666667,-0.17
2.6194444444,-0.16
2.6222222222,-0.17
2.625,-0.17
2.6277777778,-0.165
2.6305555556,-0.15
2.6333333333,-0.14
2.6361111111,-0.125
2.6388888889,-0.145
2.6416666667,-0.145
2.6444444444,-0.135
2.6472222222,-0.135
2.65,-0.12
2.6527777778,-0.125
2.6555555556,-0.135
2.6583333333,-0.15
2.6611111111,-0.15
2.6638888889,-0.07
2.6666666667,0.02
2.6694444444,0.12
2.6722222222,0.225
2.675,0.29
2.6777777778,0.365
2.6805555556,0.45
2.6833333333,0.53
2.6861111111,0.6
2.6888888889,0.685
2.6916666667,0.805
2.6944444444,0.965
2.6972222222,1.17
2.7,1.39
2.7027777778,1.605
2.7055555556,1.8
2.7083333333,1.92
2.7111111111,1.955
2.7138888889,1.92
2.7166666667,1.76
2.7194444444,1.5
2.7222222222,1.15
2.725,0.845
2.7277777778,0.645
2.7305555556,0.57
2.7333333333,0.535
2.7361111111,0.495
2.7388888889,0.485
2.7416666667,0.435
2.7444444444,0.395
2.7472222222,0.365
2.75,0.35
2.7527777778,0.295
2.7555555556,0.235
2.7583333333,0.165
2.7611111111,0.14
2.7638888889,0.085
2.7666666667,0.08
2.7694444444,0.03
2.7722222222,-0.01
